Season,Team,Name,Year,Pos,OVR,SPD,ACC,AGI,COD,STR,AWR,REDSHIRT
2042,Florida State,T. Cheeseman,SR (RS),RG,78,68,77,72,44,91,65,1
2042,Florida State,R. Isaacs,JR,TE,78,85,82,78,80,70,77,0
2042,Florida State,P. Hicks,JR (RS),WR,78,96,94,91,84,58,71,1
2042,Florida State,G. Shakir,FR,LG,77,66,72,62,50,84,65,0
2042,Florida State,Q. Urbik,JR (RS),RT,77,73,84,71,31,84,69,1
2042,Florida State,M. Marciano,FR,WR,77,92,92,87,85,62,67,0
2042,Florida State,D. Carnegie,FR,RT,77,62,73,71,59,81,72,0
2042,Florida State,M. Erwin,JR (RS),CB,76,94,95,89,93,74,73,1
2042,Florida State,N. Suarez,SO (RS),MIKE,76,80,89,84,77,77,70,1
2042,Florida State,D. Azumah,FR,HB,76,90,93,85,86,64,65,0
2042,Florida State,P. Doyle,SR (RS),CB,76,85,86,84,87,64,73,1
2042,Florida State,Z. Gammon,FR,HB,75,85,88,87,86,65,65,0
2042,Florida State,J.J. Cavazos,FR,RT,75,69,83,71,56,87,63,0
2042,Florida State,T. Pascoe,SO,LT,75,63,69,85,69,79,69,0
2042,Florida State,T. Copper,JR (RS),QB,72,87,88,83,78,69,68,1
2042,Florida State,B. Duvall,SO (RS),CB,71,86,90,89,86,63,70,1
2042,Florida State,D. Kingsbury,FR (RS),TE,71,82,85,81,75,69,72,1
2042,Florida State,C. Silvestro,FR,FS,71,91,84,85,86,55,65,0
2042,Florida State,I. Jones,JR (RS),SS,71,84,80,78,75,47,67,1
2042,Florida State,G. Faggins,SO (RS),WR,70,87,88,85,85,63,67,1
2042,Florida State,A. Ozigbo,FR,QB,70,84,85,84,83,58,64,0
2042,Florida State,F. Emery,FR (RS),WR,70,87,92,84,80,66,64,1
2042,Florida State,O. Freeman,SO,C,69,57,64,70,56,78,63,0
2042,Florida State,A. Skuta,FR,SS,69,87,79,77,80,58,65,0
2042,Florida State,D. Doss,FR,DT,69,55,74,64,54,83,62,0
2042,San Jose State,Taylor Perkins,SR (RS),LG,97,74,91,88,58,90,81,1
2042,San Jose State,J. Cannida,SR (RS),LG,91,64,82,88,74,99,75,1
2042,San Jose State,J. Bunting,SR (RS),SAM,89,86,90,83,76,78,76,1
2042,San Jose State,R. Bragg,JR,WR,88,89,92,94,88,85,80,0
2042,San Jose State,C. Gammon,JR,TE,87,85,82,85,74,81,73,0
2042,San Jose State,O. Jurevicius,SO (RS),RG,86,69,87,73,48,93,75,1
2042,San Jose State,J. Ventura,SR (RS),CB,85,90,91,91,99,74,78,1
2042,San Jose State,K. Pierschbacher,SR (RS),K,84,70,68,72,59,32,74,1
2042,San Jose State,A. Wint,SR (RS),C,84,58,95,92,66,81,85,1
2042,San Jose State,E. Quincy,FR (RS),SS,84,86,90,87,82,76,74,1
2042,San Jose State,T. Costello,JR (RS),WR,84,90,83,98,95,74,76,1
2042,San Jose State,E. McDaniels,JR,HB,84,92,94,92,93,58,74,0
2042,San Jose State,Keeshawn Lechler,SO (RS),QB,83,81,86,92,89,57,77,1
2042,San Jose State,P. Moses,JR (RS),HB,83,81,85,87,84,75,79,1
2042,San Jose State,R. Friend,JR (RS),DT,83,70,81,87,62,87,74,1
2042,San Jose State,L. Wade,SO (RS),FS,83,96,92,91,93,61,70,1
2042,San Jose State,C. Carreon,JR (RS),RT,83,62,73,78,68,86,79,1
2042,San Jose State,M. Siragusa,FR,DT,82,82,82,70,64,91,68,0
2042,San Jose State,V. Lord,SR (RS),REDG,81,75,88,84,62,80,78,1
2042,San Jose State,S. Poe,FR,TE,81,88,91,93,81,72,74,0
2042,San Jose State,C. Office,SR,TE,80,78,85,76,77,81,69,0
2042,San Jose State,J. O'Donnell,SR (RS),QB,80,74,76,80,82,61,82,1
2042,San Jose State,D. Kiel,SR (RS),P,80,69,71,75,56,30,69,1
2042,San Jose State,Josefa Miles,FR,K,79,68,68,70,58,29,73,0
2042,San Jose State,F. Johnston,SR,HB,79,90,91,88,84,56,76,0
2042,San Jose State,T. Jefferson,JR (RS),WILL,79,76,85,65,74,77,72,1
2042,San Jose State,R. Sharpe,SO,REDG,79,62,81,69,58,82,67,0
2042,San Jose State,C. Ancrum,SO,WR,79,93,93,91,81,74,74,0
2042,San Jose State,V.Theus,JR (RS),CB,78,89,93,91,97,53,70,1
2042,San Jose State,M.Stanford,SO (RS),C,78,62,73,73,65,90,65,1
2042,San Jose State,M.Rountree,FR,LEDG,78,75,81,70,61,84,68,0
2042,San Jose State,M.Payne,FR,RG,78,64,73,67,50,79,68,0
2042,San Jose State,O.Iloka,FR,MIKE,78,81,87,85,80,78,70,0
2042,San Jose State,I.Udoh,SO,SAM,77,78,85,81,82,69,73,0
2042,San Jose State,B.Pruce,FR,RT,76,63,73,70,59,83,66,0
2042,San Jose State,E.Lawrence,FR (RS),WILL,76,82,87,78,75,71,71,1
2042,San Jose State,P.Thorne,JR,WILL,76,78,90,68,74,79,64,0
2042,San Jose State,W.Fricke,SO (RS),LT,76,67,80,64,51,82,66,1
2042,San Jose State,T.Rivers,FR (RS),LT,76,55,70,71,46,78,71,1
2042,San Jose State,M.Salcedo,JR (RS),FS,76,87,86,81,90,64,65,1
2042,San Jose State,K.Egan,SR (RS),WR,76,90,91,94,86,69,66,1
2042,San Jose State,Calvin McGuinness,FR,CB,75,92,93,90,92,57,70,0
2042,San Jose State,S.Malveaux,SO (RS),WR,75,82,82,85,79,62,67,1
2042,San Jose State,L.Henning,FR,CB,75,85,90,91,87,52,64,0
2042,San Jose State,B.Abbott,SO (RS),LT,74,59,69,69,49,71,70,1
2042,San Jose State,Manu Viera,SO,HB,74,87,90,90,86,62,67,0
2042,San Jose State,S.Daniels,SO (RS),RG,74,60,68,64,43,86,67,1
2042,San Jose State,C.Leo,FR,WR,74,87,88,85,90,62,71,0
2042,San Jose State,C.Shelley,FR,QB,74,83,86,89,81,56,67,0
2042,San Jose State,A.Bourne,SR,CB,74,85,93,92,94,55,75,0
2042,San Jose State,L. Wortham,SR (RS),C,74,82,83,74,62,94,70,1
2042,San Jose State,T. Mama,JR (RS),TE,74,80,84,85,78,76,76,1
2042,San Jose State,D. Verner,SR (RS),LEDG,74,71,79,80,63,81,75,1
2042,San Jose State,Kevin McFarland,FR,WR,73,86,86,86,90,64,68,0
2042,San Jose State,C. Emanuel,JR,CB,73,88,94,89,90,56,76,0
2042,San Jose State,N. Ohrnberger,FR,LT,73,62,66,65,43,77,65,0
2042,San Jose State,D. Brents,FR (RS),SAM,73,73,88,82,82,79,73,1
2042,San Jose State,S. Cantrell,SO (RS),LT,73,61,68,72,62,82,60,1
2042,San Jose State,M. Fatinikun,SO,MIKE,72,79,86,81,76,72,66,0
2042,San Jose State,C. Duke,FR,MIKE,72,79,87,67,76,77,68,0
2042,San Jose State,D. Moultrie,FR (RS),SAM,72,78,83,84,80,71,71,1
2042,San Jose State,D. Emery,FR (RS),HB,72,90,90,88,85,62,65,1
2042,San Jose State,T. Tompkins,JR,DT,72,66,86,65,62,83,74,0
2042,San Jose State,T. Lee,SO (RS),CB,72,86,89,87,98,51,75,1
2042,San Jose State,Carl Metzger,JR (RS),WR,71,88,93,82,88,70,75,1
2042,San Jose State,V. Manuwai,SR,SS,71,84,85,79,81,51,62,0
2042,San Jose State,A. Rossi,FR,MIKE,71,81,86,68,76,84,64,0
2042,San Jose State,C. Godwin,FR (RS),QB,71,79,82,77,77,47,66,1
2042,San Jose State,R. Countess,FR (RS),RT,70,67,80,72,52,86,61,1
2042,San Jose State,J. Sokol,FR,WR,70,85,90,86,86,57,67,0
2042,San Jose State,O. Mangold,SO (RS),CB,69,85,90,88,96,51,76,1
2042,San Jose State,C. Siegel,FR,RG,69,66,68,61,47,88,63,0
2042,San Jose State,R. Sexton,FR (RS),REDG,69,63,74,58,54,78,64,1
2042,San Jose State,J. Dickey,FR (RS),MIKE,68,79,83,79,75,76,63,1
2042,San Jose State,J.P. McMullen,FR,HB,67,90,87,84,85,63,55,0
2042,San Jose State,M. Schiller,FR,REDG,67,75,80,77,64,80,59,0
2042,San Jose State,E. Joy,FR,WR,67,86,88,83,78,57,72,0
2042,San Jose State,Jeff McLendon,FR,LG,66,75,84,68,56,84,64,0
2042,San Jose State,S. Nicks,SO (RS),LEDG,65,56,62,61,58,77,68,1
2042,San Jose State,D. Gore,FR,CB,64,87,90,85,87,65,61,0
2042,Texas Tech,Akeem Rossouw,JR,MIKE,95,85,91,85,78,83,85,0
2042,Texas Tech,R. Poole,JR (RS),QB,94,91,92,95,98,65,89,1
2042,Texas Tech,T. Dillard,JR (RS),HB,94,88,91,92,88,85,93,1
2042,Texas Tech,M. Amaro,JR,WR,93,87,88,97,99,67,77,0
2042,Texas Tech,K. Johnson,SR (RS),LEDG,91,78,91,84,65,92,83,1
2042,Texas Tech,D. Redman,SR (RS),LG,91,73,79,78,49,91,79,1
2042,Texas Tech,G. Robbins,JR (RS),SS,90,92,95,91,91,69,77,1
2042,Texas Tech,G. Waddy,SO,WR,89,94,95,99,96,74,80,0
2042,Texas Tech,G. Sprinkle,SO (RS),MIKE,89,87,89,85,80,86,79,1
2042,Texas Tech,S. Maples,JR (RS),WR,88,86,93,91,87,85,79,1
2042,Texas Tech,M. Cantrell,JR,CB,87,91,88,87,99,72,80,0
2042,Texas Tech,E. Patino,SR,CB,87,92,95,91,99,70,80,0
2042,Texas Tech,M. Williams,JR (RS),HB,87,91,94,99,87,73,77,1
2042,Texas Tech,C. Best,SO (RS),CB,87,93,93,94,90,57,72,1
2042,Texas Tech,Jeremiah Morey,JR (RS),CB,86,93,94,90,96,81,82,1
2042,Texas Tech,T. Stoudemire,JR (RS),HB,86,88,90,86,91,57,80,1
2042,Texas Tech,Z. Hartwell,SO (RS),TE,86,87,91,92,88,76,87,1
2042,Texas Tech,J. Issac,SO (RS),C,86,75,84,75,52,92,69,1
2042,Texas Tech,N. Gammon,SR (RS),RT,85,66,76,90,76,90,84,1
2042,Texas Tech,N. Goodin,SR,CB,85,92,95,92,95,66,78,0
2042,Texas Tech,Stevie Meeks,SO (RS),RT,84,68,76,75,63,96,76,1
2042,Texas Tech,K. Cota,SR (RS),LT,84,65,81,84,70,91,83,1
2042,Texas Tech,T. Rubin,SO (RS),HB,84,87,92,89,86,83,77,1
2042,Texas Tech,B. Lawson,SO (RS),REDG,84,75,81,80,60,89,72,1
2042,Texas Tech,J. Dugans,JR (RS),CB,84,91,95,90,99,60,79,1
2042,Texas Tech,D. Duke,SO (RS),HB,84,90,94,86,82,86,77,1
2042,Texas Tech,R. Horner,SO (RS),WILL,83,81,90,76,77,84,82,1
2042,Texas Tech,D. Van Buren,SO,FS,83,85,88,84,82,67,75,0
2042,Texas Tech,D. Gainwell,SR (RS),RG,83,67,70,69,48,75,80,1
2042,Texas Tech,G. Ozuogwu,SO (RS),WR,83,96,93,85,82,74,80,1
2042,Texas Tech,M. Crum,FR (RS),RT,82,72,76,65,52,79,76,1
2042,Texas Tech,R. Kunaszyk,SO (RS),WILL,82,82,87,80,79,81,71,1
2042,Texas Tech,Rashad Slay,FR (RS),WR,81,90,92,85,82,78,76,1
2042,Texas Tech,D. Gardocki,FR (RS),QB,81,81,81,78,69,56,74,1
2042,Texas Tech,J. Amador,FR (RS),RG,81,72,85,72,57,93,66,1
2042,Texas Tech,J. Santiago,JR (RS),TE,81,87,82,88,73,83,71,1
2042,Texas Tech,O. Carmazzi,SR,K,81,73,72,76,57,39,76,0
2042,Texas Tech,R. Dell,SO (RS),CB,81,95,96,94,92,63,73,1
2042,Texas Tech,S. Awe,FR (RS),WILL,81,85,88,80,78,80,73,1
2042,Texas Tech,C. Edwards,FR,CB,80,93,91,91,90,56,70,0
2042,Texas Tech,D. Neighbors,JR (RS),REDG,80,80,83,77,67,82,78,1
2042,Texas Tech,J. Skoronski,JR,DT,80,66,80,65,52,89,70,0
2042,Texas Tech,Rico Valdez,JR,SS,79,84,85,82,76,61,75,0
2042,Texas Tech,D. Winston,SR (RS),C,79,56,66,90,79,81,79,1
2042,Texas Tech,K. Biggers,SO,HB,79,88,97,89,86,69,69,0
2042,Texas Tech,G. Madden,FR (RS),QB,78,87,93,88,90,56,71,1
2042,Texas Tech,J. Ahanotu,SO (RS),P,78,73,73,70,58,31,68,1
2042,Texas Tech,D. Cleveland,FR (RS),QB,78,83,88,89,89,55,68,1
2042,Texas Tech,A. Ilka,SO (RS),RG,78,67,63,69,43,74,68,1
2042,Texas Tech,L. Prather,FR,WILL,78,81,90,76,77,84,77,0
2042,Texas Tech,Edward Ringo,SO,REDG,77,83,86,79,65,79,66,0
2042,Texas Tech,B. Fogg,FR,MIKE,77,81,86,80,76,76,73,0
2042,Texas Tech,B. Titus,FR,WILL,77,83,87,83,76,79,72,0
2042,Texas Tech,T. Contreras,FR,SS,77,89,92,89,89,59,71,0
2042,Texas Tech,B. Camp,JR (RS),C,77,75,83,77,49,90,73,1
2042,Texas Tech,T. Armstrong,SO (RS),RG,77,71,79,67,53,84,65,1
2042,Texas Tech,I. Bean,FR (RS),WR,77,89,90,89,88,62,69,1
2042,Texas Tech,M. Thomas,FR (RS),FS,77,86,86,87,83,72,70,1
2042,Texas Tech,G. Cavazos,JR (RS),FS,77,85,87,80,98,56,75,1
2042,Texas Tech,F. Lincoln,JR (RS),LT,76,74,88,67,50,90,71,1
2042,Texas Tech,B. Ringo,SO (RS),QB,76,85,85,84,81,67,80,1
2042,Texas Tech,A. Ellington,FR,DT,76,66,71,57,57,89,67,0
2042,Texas Tech,C. Cave,FR,REDG,76,83,86,76,64,84,67,0
2042,Texas Tech,Johnny Hicks,FR,WR,75,87,86,85,91,60,69,0
2042,Texas Tech,D. Wendell,SO (RS),TE,75,75,79,88,75,79,74,1
2042,Texas Tech,S. Hix,FR,WR,75,84,89,89,84,61,70,0
2042,Texas Tech,J. Kindred,FR,SS,75,86,81,85,72,81,65,0
2042,Texas Tech,O. Hill,FR,LT,75,65,71,71,56,82,68,0
2042,Texas Tech,J. Bhargava,SR,DT,75,60,73,65,55,87,71,0
2042,Texas Tech,B. Ingold,FR,LT,74,65,78,66,58,88,63,0
2042,Texas Tech,C. Lipton,FR (RS),LEDG,74,64,76,60,56,81,73,1
2042,Texas Tech,T. Angel,SO,DT,74,71,78,63,60,85,66,0
2042,Texas Tech,Manny Trahan,SO (RS),C,73,66,78,60,45,84,66,1
2042,Texas Tech,A. Hoppes,FR (RS),CB,73,89,89,88,95,66,73,1
2042,Texas Tech,J. McGuinness,SO,RT,73,72,76,66,32,73,68,0
2042,Texas Tech,C. Amerson,FR (RS),QB,72,79,86,91,86,62,64,1
2042,Texas Tech,Q. Crow,FR (RS),TE,71,76,77,78,72,82,69,1
2042,Texas Tech,T. Steward,JR,FS,71,89,88,81,89,64,62,0
2042,Texas Tech,T. Gunn,FR,RG,70,58,68,69,45,81,68,0
2042,Texas Tech,Z. Johns,FR,MIKE,69,81,83,78,75,69,70,0
2042,Texas Tech,L. Bullocks,FR,SAM,69,82,86,80,75,76,64,0
2042,Texas Tech,R. Sneed,FR,LG,68,58,63,60,42,77,56,0
2042,Texas Tech,K. Jamerson,FR,REDG,67,63,72,58,53,80,59,0
2042,Texas Tech,Damion Sweet,FR,RG,63,62,59,60,47,75,62,0
2042,USF,Terrelle Bethea,JR (RS),QB,95,92,94,83,82,60,86,1
2042,USF,J. Yeast,SR,HB,93,96,97,89,88,83,81,0
2042,USF,J. Pyke,SR,DT,92,64,76,61,61,99,83,0
2042,USF,B. Husein,SR (RS),SAM,88,85,90,86,83,84,85,1
2042,USF,J. Robbins,JR (RS),RT,88,80,84,71,58,87,82,1
2042,USF,K. Avril,SR (RS),LEDG,87,71,81,77,64,87,82,1
2042,USF,N. Priester,SR (RS),LT,87,66,75,69,49,74,84,1
2042,USF,W. Farris,SR (RS),CB,86,90,92,90,99,73,81,1
2042,USF,G. McDonnell,SR (RS),DT,86,77,84,69,60,96,75,1
2042,USF,P. Jordan,SR (RS),TE,85,84,83,86,71,79,73,1
2042,USF,D. Church,SR (RS),CB,84,91,95,86,97,60,86,1
2042,USF,S. Ivie,SO (RS),LEDG,84,81,92,77,78,84,86,1
2042,USF,A. Adams,SO,SAM,83,88,93,86,80,77,85,0
2042,USF,C. Loudermilk,SR (RS),C,83,62,99,88,73,85,91,1
2042,USF,Demarco Levrone,JR,WR,82,85,88,92,90,72,87,0
2042,USF,B. Scioli,SO,K,82,68,68,71,55,39,68,0
2042,USF,T. Roper,JR,WR,82,94,97,91,88,61,73,0
2042,USF,B. Carruthers,SO,REDG,81,84,90,75,68,82,80,0
2042,USF,L. Childress,JR,TE,81,82,91,83,83,75,77,0
2042,USF,J. Goda,JR,MIKE,81,93,94,86,90,55,80,0
2042,USF,N. Wall,SR,SS,80,91,92,88,88,50,77,0
2042,USF,G. Soto,SR,DT,80,67,73,70,58,93,67,0
2042,USF,Alex Pride,JR,MIKE,79,83,85,80,77,77,74,0
2042,USF,K. Pineiro,SO,P,79,71,71,76,58,26,73,0
2042,USF,T. Nagy,SO,WILL,79,91,93,88,89,64,81,0
2042,USF,R. Keener,FR,CB,79,93,94,91,89,67,74,0
2042,USF,D. Adebo,JR,FS,79,83,81,86,73,76,70,0
2042,USF,J. Cribbs,SO (RS),QB,77,78,87,88,88,51,69,1
2042,USF,Q. Combs,FR,CB,77,91,94,91,92,67,75,0
2042,USF,J. Abdesmad,SO,LT,76,64,78,65,47,89,77,0
2042,USF,J. Keglar,SR (RS),TE,76,83,83,78,73,74,77,1
2042,USF,Darien Waddle,SR (RS),HB,75,90,88,88,85,62,76,1
2042,USF,R. Mahoney,FR,CB,75,94,93,91,92,56,72,0
2042,USF,A. Jue,FR,WILL,75,83,87,83,79,78,70,0
2042,USF,D. Cassidy,FR,WR,75,92,96,87,84,61,68,0
2042,USF,L. Pope,SR (RS),LG,75,69,79,78,46,81,62,1
2042,USF,B. Fagan,FR,RG,74,61,71,68,59,81,69,0
2042,USF,H. Surratt,JR,HB,74,91,91,89,88,61,63,0
2042,USF,R. Jennings,FR,FS,74,87,89,88,89,60,68,0
2042,USF,T. Tobias,SO (RS),REDG,74,78,88,72,62,76,72,1
2042,USF,Z. Traore,SO (RS),WILL,73,74,81,81,82,74,77,1
2042,USF,C. LeBeau,SR,HB,73,88,89,81,83,66,72,0
2042,USF,D. Slayton,SO,WR,73,85,89,83,79,73,70,0
2042,USF,Devin Briscoe,SR (RS),WILL,72,79,87,80,81,67,72,1
2042,USF,J. Madu,FR,WR,72,87,89,87,81,71,65,0
2042,USF,P. Igbinoghene,SR (RS),CB,72,87,90,88,93,48,74,1
2042,USF,R. Gostkowski,SR (RS),LG,72,53,66,75,66,78,69,1
2042,USF,J. Vaughns,JR (RS),REDG,72,76,83,78,61,80,70,1
2042,USF,S. Bagent,SO (RS),FS,72,89,86,86,89,58,64,1
2042,USF,E. Elway,JR (RS),CB,71,89,86,86,97,63,70,1
2042,USF,L. Cook,SO (RS),MIKE,71,77,82,80,76,71,62,1
2042,USF,J. Souza,SO (RS),LG,71,59,70,74,64,87,62,1
2042,USF,B. Gizzi,SO (RS),WILL,71,73,86,82,79,76,83,1
2042,USF,Jarius McCleod,JR (RS),FS,70,86,86,80,90,64,61,1
2042,USF,O. Ellington,FR,LEDG,70,87,85,87,83,76,62,0
2042,USF,L. Tant,SR (RS),SS,70,87,78,75,74,56,70,1
2042,USF,R. Hasselbeck,SO (RS),DT,70,56,71,51,61,87,63,1
2042,USF,G. Ramsay,SO (RS),RG,70,59,81,74,49,83,70,1
2042,USF,A. Bush,FR (RS),SS,69,87,86,88,80,74,56,1
2042,USF,T. Haywood,SO (RS),RG,69,66,80,65,49,85,65,1
2042,USF,James Tobias,FR (RS),SAM,68,76,88,82,80,68,67,1
2042,USF,J. Tangelo,JR (RS),WR,68,97,94,84,82,59,64,1
2042,USF,I. Grubbs,FR,C,68,66,78,61,43,77,67,0
2042,USF,K. Ahlers,FR (RS),RT,68,66,65,64,44,82,58,1
2042,USF,A. Dunbar,FR (RS),WR,68,90,87,83,79,68,65,1
2042,USF,K. Hinish,FR (RS),TE,68,68,73,76,64,77,69,1
2042,USF,D. Cavka,FR,C,66,65,75,54,51,83,64,0
2042,USF,M. Abreu,SO (RS),TE,66,72,74,69,68,79,65,1
2042,USF,J. Spriggs,FR,RT,66,61,67,61,45,79,62,0
2042,USF,D. Pryor,SO (RS),LT,65,64,73,56,39,80,66,1
2042,USF,G. McCleskey,FR (RS),CB,65,90,90,88,87,57,62,1
2042,USF,A. Spriggs,FR (RS),RT,65,62,67,68,53,74,58,1
2042,USF,Sam Little,FR (RS),QB,64,80,82,84,85,62,64,1
