Team,Player,Pos,OVR,Age,SPD,STR,AGI,ACC,AWR,BTK,TRK,COD,BCV
49ers,S. Okuayinonu,LEDG,68,27,80,83,68,85,63,24,35,63,15
49ers,K. Davis,DT,67,26,70,84,54,80,65,15,25,48,20
49ers,C. Lucas,CB,67,28,90,54,90,94,61,66,35,89,74
49ers,S. Burford,LT,67,25,66,86,65,75,76,12,20,56,15
49ers,M. Hennessy,C,67,27,66,85,69,69,64,8,27,57,10
49ers,C. Colby,LG,66,22,69,83,66,73,69,10,26,61,11
49ers,S. Neal,FS,66,31,90,60,81,86,64,35,49,80,67
49ers,T. Morstead,P,76,39,71,68,59,61,65,9,10,49,10
49ers,D. Robinson,WR,76,30,88,60,89,89,81,75,38,80,80
49ers,Y. Gross-Matos,LEDG,75,27,83,81,79,86,73,14,32,69,27
49ers,U. Stout,CB,75,23,91,57,87,92,72,54,31,85,74
49ers,J. Brown,SS,74,25,86,64,85,91,72,62,55,84,75
49ers,M. Jones,QB,74,26,84,60,81,81,77,36,50,75,73
49ers,M. Mustafa,FS,74,23,88,66,84,91,71,63,39,82,69
49ers,K. White,REDG,73,26,82,85,75,81,66,51,54,66,56
49ers,J. Pinnock,FS,73,26,89,61,87,93,74,51,41,86,69
49ers,K. Givens,DT,73,28,73,88,63,66,80,17,35,58,16
49ers,C. Ferrell,REDG,73,28,83,83,75,84,77,13,30,66,23
49ers,M. Sigle,SS,73,23,92,64,84,92,70,52,44,81,64
49ers,I. Guerendo,HB,73,25,92,71,84,92,75,74,72,83,81
49ers,J. Tonges,TE,72,26,86,72,81,88,77,50,65,72,71
49ers,S. Moore,WR,72,24,89,69,86,95,68,77,60,89,85
49ers,B. Bartch,LG,72,27,67,85,68,61,75,40,46,52,33
49ers,A. Collins,DT,72,23,73,92,69,79,73,27,33,52,27
49ers,J. James,HB,72,21,89,72,85,92,62,78,75,84,80
49ers,N. Martin,WILL,71,22,88,74,79,93,73,43,47,82,57
49ers,J. Cowing,WR,71,24,93,52,83,93,52,73,49,85,81
49ers,J. Elliott,DT,70,27,71,82,61,78,74,14,26,55,21
49ers,T. Bethune,MIKE,70,24,81,67,83,87,73,40,50,76,58
49ers,T. Taylor,WR,65,31,86,62,88,87,61,73,53,86,78
49ers,A. Pleasants,RT,65,28,62,84,49,65,68,15,21,50,15
49ers,L. Farrell,TE,64,27,78,77,78,80,63,53,65,73,62
49ers,L. Gifford,MIKE,64,30,86,75,81,85,63,48,34,73,54
49ers,R. Beal Jr,LEDG,63,26,90,68,75,92,66,37,40,71,47
49ers,B. Willis,TE,63,25,84,76,79,85,47,69,68,74,75
49ers,G. Wallow,MIKE,62,26,83,69,80,85,68,29,33,65,45
49ers,T. Jackson,LEDG,62,27,81,77,71,79,61,21,32,67,37
49ers,K. Rourke,QB,62,24,76,67,75,78,67,57,45,72,69
49ers,P. Taylor Jr,HB,61,27,87,67,77,89,68,78,76,76,72
49ers,C. Robinson,WILL,59,27,85,74,83,85,57,29,40,77,40
49ers,G. Kittle,TE,98,31,87,82,83,87,99,78,84,77,92
49ers,F. Warner,MIKE,97,28,88,80,83,91,99,21,46,82,56
49ers,T. Williams,LT,97,37,77,95,71,74,98,7,10,57,10
49ers,C. McCaffrey,HB,96,29,90,74,94,93,99,93,67,93,95
49ers,N. Bosa,LEDG,95,27,80,94,87,91,95,21,31,73,30
49ers,K. Juszczyk,FB,88,34,86,79,81,85,86,66,85,77,83
49ers,B. Purdy,QB,86,25,78,63,81,90,87,66,51,77,81
49ers,B. Aiyuk,WR,84,27,91,65,92,92,81,81,62,89,89
49ers,D. Puni,RG,82,25,61,91,68,64,80,31,33,63,32
49ers,D. Lenoir,CB,81,25,91,59,83,93,84,49,42,81,69
49ers,C. McKivitz,RT,81,29,71,84,55,68,85,6,25,48,10
49ers,J. Jennings,WR,81,28,88,78,78,87,92,84,66,76,86
49ers,R. Pearsall,WR,80,24,92,61,92,91,79,72,42,91,81
49ers,B. Robinson Jr,HB,78,26,88,81,80,90,75,85,87,77,85
49ers,D. Winters,WILL,77,24,89,66,81,93,77,57,47,71,73
49ers,J. Brendel,C,77,32,69,84,69,73,86,5,15,61,10
49ers,M. Williams,REDG,77,21,81,86,82,89,76,31,35,71,34
49ers,R. Green,CB,77,24,90,59,88,92,73,62,35,85,65
49ers,E. Pineiro,K,77,29,76,42,60,78,64,5,10,52,10
49ers,K. Bourne,WR,77,30,88,65,88,91,84,76,42,85,84
49ers,E. Kendricks,MIKE,76,33,86,76,79,87,72,27,43,77,49
49ers,B. Huff,REDG,76,27,83,72,79,87,74,10,25,71,26
Titans,J. Simmons,DT,95,28,78,97,75,82,96,16,26,63,23
Titans,K. Zeitler,RG,89,35,73,91,56,67,96,6,20,52,10
Titans,P. Skoronski,LG,84,24,67,89,58,80,87,25,27,59,24
Titans,T. Pollard,HB,83,28,91,69,85,93,84,81,73,85,89
Titans,X. Woods,FS,81,30,88,71,87,89,83,54,42,84,72
Titans,L. Snead,CB,80,28,94,60,87,93,81,60,50,86,78
Titans,T. Sweat,DT,79,24,63,94,67,70,72,39,50,45,45
Titans,J. Latham,RT,79,22,63,94,60,64,77,15,41,50,15
Titans,C. Barton,MIKE,78,28,85,78,83,86,83,38,39,76,43
Titans,A. Hooker,SS,78,27,88,62,88,89,85,55,32,82,71
Titans,C. Gray,WILL,78,22,84,69,77,91,77,54,52,74,57
Titans,S. Joseph-Day,DT,78,30,74,86,68,78,77,16,20,59,20
Titans,C. Ridley,WR,78,30,93,59,92,93,76,74,30,90,86
Titans,T. Spears,HB,77,24,88,71,88,91,71,83,65,87,82
Titans,E. Ayomanor,WR,77,22,91,68,84,92,79,73,49,82,78
Titans,J. Hekker,P,77,35,74,55,61,68,63,15,15,51,15
Titans,C. Okonkwo,TE,76,25,88,67,77,91,74,72,72,72,81
Titans,J. Slye,K,76,29,71,66,62,73,58,15,15,49,16
Titans,L. Cushenberry III,C,75,27,71,85,56,66,89,9,20,50,10
Titans,D. Baker,CB,74,27,91,57,81,93,74,57,38,86,70
Titans,C. Dike,WR,74,23,94,65,88,94,77,69,37,86,75
Titans,A. Key,REDG,74,29,81,79,77,78,81,13,28,64,21
Titans,D. Moore,LT,73,26,65,88,65,65,81,8,35,55,15
Titans,K. Winston Jr,FS,73,21,89,64,84,94,69,56,52,81,71
Titans,O. Oladejo,LEDG,73,21,85,81,83,87,72,32,32,74,40
Titans,C. Ward,QB,73,23,82,66,83,85,62,63,41,81,73
Titans,K. Elam,CB,72,24,93,60,85,90,70,51,49,86,63
Titans,V. Jefferson,WR,72,29,89,59,84,92,76,68,34,80,78
Titans,M. Harris,CB,71,24,93,59,79,92,63,44,25,86,73
Titans,G. Helm,TE,70,22,78,74,79,80,74,65,65,73,71
Titans,K. Mullings,HB,69,22,87,79,79,91,64,76,83,77,80
Titans,W. Levis,QB,68,26,80,69,83,85,58,72,68,79,82
Titans,J. Armour-Davis,CB,68,25,93,60,81,94,56,38,28,82,55
Titans,B. Hance,RG,66,29,70,85,61,62,75,19,32,53,21
Titans,J. Harrell,LEDG,66,23,83,75,67,88,65,15,27,67,26
Titans,M. Cox,LS,66,39,71,73,62,62,73,26,33,58,22
Titans,S. Kane,SS,66,23,88,58,81,91,61,63,55,81,65
Titans,J. Reed II,FS,65,25,91,59,78,93,62,61,26,81,72
Titans,T. Jones,REDG,65,25,83,71,82,89,65,17,27,72,27
Titans,B. Oliver,WR,65,25,87,60,80,86,68,75,57,81,78
Titans,M. Brown,SS,64,26,89,66,83,88,62,35,52,78,63
Titans,G. Dellinger,LG,64,23,67,88,63,77,65,13,24,59,12
Titans,C. Levin,C,64,31,64,84,63,66,73,12,38,53,25
Titans,M. Kinsey,WR,63,27,86,60,77,85,55,69,31,78,78
Titans,J. Proche II,WR,68,28,87,61,80,90,70,72,43,78,76
Titans,J. Lynch,DT,68,26,72,82,71,76,66,18,39,66,32
Titans,J. Ward,LEDG,68,31,68,80,65,69,76,11,33,52,23
Titans,J. Williams Sr,MIKE,67,22,84,71,79,89,67,62,65,73,67
Titans,J. Slater,LG,67,22,72,89,61,72,68,8,26,52,13
Titans,J. Chestnut,HB,67,24,88,76,83,91,67,80,80,79,78
Titans,J. Bachie,WILL,67,27,82,76,78,87,64,39,48,70,54
Titans,O. Udoh,LT,67,28,70,87,65,72,74,9,10,53,10
Titans,M. Robinson,CB,67,23,92,58,79,94,64,45,27,78,58
Titans,E. Hallett II,SS,66,25,89,55,89,91,63,60,34,91,62
Titans,A. Gaye,REDG,66,26,82,73,78,87,63,34,27,72,40
Titans,K. Brooks,FS,63,25,91,63,77,92,57,60,51,81,66
Titans,C. Ravenell,DT,63,25,70,82,60,75,59,18,28,53,29
Titans,D. Moss,RG,62,22,72,84,63,80,57,9,22,61,14
Titans,D. Mausi Jr,WILL,62,23,83,68,77,83,61,35,47,76,44
Titans,D. Martin-Robinson,TE,62,25,85,70,81,87,52,65,65,81,74
Titans,K. Hall,CB,61,28,87,58,79,88,58,59,26,76,75
Titans,B. Crenshaw-Dickson,RT,61,24,61,86,60,63,59,12,25,54,27
Titans,B. Allen,QB,54,32,75,56,76,70,61,30,29,74,52
Patriots,Christian Gonzalez,CB,98,23,96,59,94,93,98,67,42,95,75
Patriots,Drake Maye,QB,93,23,89,62,82,89,93,67,43,78,85
Patriots,Stefon Diggs,WR,87,31,88,62,92,92,85,81,42,94,95
Patriots,Milton Williams,DT,86,26,83,92,82,86,89,15,26,67,18
Patriots,Mike Onwenu,RG,86,27,66,91,55,54,91,20,29,47,24
Patriots,Hunter Henry,TE,86,30,85,75,76,86,97,56,78,71,78
Patriots,Robert Spillane,MIKE,85,29,87,71,77,86,93,31,45,72,43
Patriots,Carlton Davis III,CB,85,28,90,65,81,90,90,48,29,81,56
Patriots,Marcus Jones,CB,82,26,92,48,92,95,80,75,26,93,88
Patriots,TreVeyon Henderson,HB,82,22,95,71,86,92,75,81,80,83,86
Patriots,Harold Landry III,REDG,82,29,85,78,84,88,85,36,36,71,50
Patriots,Morgan Moses,RT,82,34,65,90,54,49,95,6,20,45,10
Patriots,C. Woodson,SS,81,24,91,59,85,92,81,55,48,85,67
Patriots,Will Campbell,LT,81,21,73,87,71,78,87,13,28,58,11
Patriots,Kayshon Boutte,WR,80,23,91,58,86,90,82,77,44,84,83
Patriots,Christian Barmore,DT,79,26,74,89,64,75,86,20,32,56,25
Patriots,Bryce Baringer,P,78,26,73,50,67,75,63,15,15,59,21
Patriots,J. Hawkins,FS,78,28,88,63,82,88,81,45,48,78,63
Patriots,Antonio Gibson,HB,78,27,92,68,88,91,78,83,77,86,81
Patriots,Demario Douglas,WR,77,24,91,57,88,93,79,73,51,90,86
Patriots,Rhamondre Stevenson,HB,77,27,88,79,82,87,82,86,87,83,85
Patriots,Anfernee Jennings,REDG,77,28,82,81,74,86,77,28,44,66,46
Patriots,Mack Hollins,WR,77,31,91,73,82,88,83,71,59,73,76
Patriots,Garrett Bradbury,C,76,30,73,90,68,78,81,38,49,58,45
Patriots,K'Lavon Chaisson,LEDG,75,26,86,78,85,88,68,19,30,73,32
Patriots,Jahlani Tavai,WILL,75,28,84,78,79,85,72,51,51,70,46
Patriots,Austin Hooper,TE,74,30,81,73,80,83,81,64,70,71,78
Patriots,Andres Borregales,K,74,23,75,46,67,75,59,15,16,51,19
Patriots,Kyle Williams,WR,73,22,94,66,87,95,70,76,60,85,84
Patriots,Christian Elliss,WILL,73,26,85,74,82,86,75,29,40,70,41
Patriots,Khyiris Tonga,DT,73,29,68,91,56,75,71,21,52,54,39
Patriots,J. Gibbens,WILL,72,26,86,68,79,85,72,23,39,78,51
Patriots,J. Wilson,LG,72,22,78,86,70,79,69,6,20,62,12
Patriots,J. Westover,FB,72,26,80,78,81,85,59,61,66,74,71
Patriots,M. Mapu,MIKE,71,25,88,68,83,88,68,62,55,80,72
Patriots,J. Farmer,DT,71,22,69,88,67,74,68,40,40,59,48
Patriots,A. Austin,CB,70,24,88,49,85,90,76,49,29,83,65
Patriots,J. Roy,DT,70,24,68,91,57,68,64,10,29,54,12
Patriots,Chad Muma,SAM,70,26,85,76,86,89,71,36,32,76,63
Patriots,C. Wallace,LG,69,25,67,87,59,76,78,20,32,49,30
Patriots,D. Pettus,SS,69,24,89,64,83,91,67,53,42,79,68
Patriots,B. Swinson,LEDG,69,23,84,82,78,88,60,28,30,70,32
Patriots,C. Durden,DT,68,26,65,79,66,63,76,16,36,54,38
Patriots,J. Dobbs,QB,68,30,88,74,84,86,61,75,73,77,87
Patriots,E. Ponder,LEDG,68,23,85,76,82,88,65,22,28,74,40
Patriots,Efton Chism III,WR,68,23,84,66,90,87,60,74,50,91,81
Patriots,Thayer Munford Jr,RT,67,25,59,83,55,69,65,10,22,48,23
Patriots,Brenden Schooler,FS,66,28,92,64,91,91,62,56,47,87,74
Patriots,Marcellas Dial Jr,CB,66,24,91,62,78,90,66,63,42,80,63
Patriots,B. Brown,C,65,27,61,85,58,63,75,14,16,45,10
Patriots,K. Minor,CB,65,23,87,55,78,90,68,44,25,78,64
Patriots,J. Ashby,LS,65,23,74,68,72,83,60,51,45,69,52
Patriots,T. Jennings,HB,65,24,88,74,75,91,69,77,79,78,78
Patriots,C. Woods,CB,65,25,86,55,87,85,68,63,54,85,69
Patriots,M. Bryant,RT,64,23,68,85,66,73,65,10,25,56,12
Patriots,E. Gregory,DT,64,24,68,86,62,74,56,16,32,59,23
Patriots,C. Dippre,TE,62,23,83,78,75,85,61,62,62,63,64
Patriots,Tommy DeVito,QB,61,27,84,62,82,87,63,57,45,80,76
Eagles,L. Johnson,RT,99,35,77,93,75,78,99,30,65,58,60
Eagles,S. Barkley,HB,92,28,95,81,93,94,87,84,84,92,87
Eagles,D. Smith,WR,91,26,92,49,92,94,95,73,46,93,91
Eagles,J. Mailata,LT,91,28,74,97,68,69,94,44,74,57,62
Eagles,Z. Baun,WILL,90,28,87,80,83,87,91,46,34,74,58
Eagles,J. Carter,DT,89,24,82,94,78,88,90,25,51,69,46
Eagles,A. Brown,WR,89,28,91,79,86,92,91,87,77,88,90
Eagles,Q. Mitchell,CB,89,24,94,66,90,94,90,66,45,89,77
Eagles,D. Goedert,TE,88,30,86,78,82,86,92,76,76,73,81
Eagles,L. Dickerson,LG,85,26,67,93,67,65,85,7,27,47,15
Eagles,C. DeJean,CB,85,22,92,65,90,91,87,73,58,86,82
Eagles,N. Smith Jr,LEDG,83,24,90,69,87,92,84,36,39,81,50
Eagles,J. Hurts,QB,83,27,89,76,90,91,80,81,74,90,95
Eagles,J. Davis,DT,82,25,82,96,58,87,79,29,48,51,42
Eagles,J. Phillips,REDG,81,26,86,83,85,90,78,16,30,76,32
Eagles,R. Blankenship,FS,79,26,87,61,81,93,85,58,45,83,72
Eagles,B. Mann,P,79,27,78,45,77,79,66,20,15,69,21
Eagles,J. Campbell,MIKE,79,21,89,72,87,91,74,38,42,81,52
Eagles,J. Elliott,K,79,30,76,34,64,78,65,14,11,52,18
Eagles,N. Dean,MIKE,78,24,87,66,83,90,78,38,35,76,60
Eagles,J. Alexander,CB,78,28,91,60,92,93,76,64,25,94,71
Eagles,T. Bigsby,HB,77,24,92,75,84,92,78,84,85,86,85
Eagles,C. Jurgens,C,77,26,75,83,74,79,87,35,39,60,44
Eagles,B. Graham,LEDG,77,37,77,86,75,77,86,26,37,63,52
Eagles,M. Carter II,CB,76,26,92,55,86,93,77,39,28,82,52
Eagles,M. Ojomo,DT,75,24,71,84,69,82,78,21,38,61,33
Eagles,J. Uche,REDG,75,26,87,73,83,91,63,27,28,74,44
Eagles,A. Dillon,HB,75,27,88,85,79,86,71,81,86,79,82
Eagles,M. Epps,FS,75,29,87,63,88,88,76,53,30,82,63
Eagles,A. Jackson,CB,75,29,92,54,94,93,76,72,34,90,84
Eagles,J. Hunt,REDG,74,24,84,77,79,90,76,34,44,72,52
Eagles,T. Steen,RG,74,25,64,91,59,73,76,10,22,59,23
Eagles,J. Dotson,WR,74,25,92,61,84,94,76,72,35,87,82
Eagles,A. Mukuba,SS,74,22,91,64,82,91,72,57,50,84,69
Eagles,J. Bennett,CB,73,25,95,54,89,97,65,65,29,87,71
Eagles,K. Ringo,CB,73,23,94,58,84,95,68,63,51,83,70
Eagles,A. Ojulari,LEDG,73,25,85,77,80,90,70,33,33,73,48
Eagles,S. Brown,SS,72,25,90,69,83,95,71,63,44,79,70
Eagles,W. Shipley,HB,72,23,91,68,87,91,71,74,76,89,80
Eagles,O. Okoronkwo,LEDG,72,30,81,83,78,83,77,39,25,69,36
Eagles,M. McWilliams,CB,71,23,92,59,86,93,67,49,30,86,71
Eagles,T. Robinson,DT,71,24,78,89,65,80,69,39,43,64,43
Eagles,M. Pryor,RT,70,30,60,86,57,53,77,18,24,49,12
Eagles,B. Young,DT,69,24,71,82,59,81,69,15,25,49,21
Eagles,G. Calcaterra,TE,69,26,85,72,80,89,73,58,64,77,72
Eagles,K. Granson,TE,69,27,85,69,81,88,69,65,71,75,76
Eagles,S. Mondon Jr,WILL,69,22,86,70,83,92,68,37,41,78,48
Eagles,J. Wilson,WR,68,24,88,70,82,90,71,76,63,84,77
Eagles,D. Cooper,WR,68,23,89,65,81,91,64,73,43,85,77
Eagles,J. Trotter Jr,SAM,67,22,78,69,79,85,71,41,42,72,50
Eagles,C. Hughlett,LS,67,35,71,73,73,70,62,17,34,64,25
Eagles,F. Johnson,LT,66,28,63,85,53,60,78,5,25,42,16
Eagles,C. Williams,RT,66,21,66,88,55,72,65,33,31,51,34
Eagles,C. Latu,TE,65,25,80,73,74,84,72,64,69,74,77
Eagles,B. Covey,WR,65,28,89,41,91,93,62,74,27,90,84
Eagles,S. Howell,QB,65,24,82,64,78,87,51,71,53,78,81
Eagles,D. Kendall,C,65,23,71,81,66,72,76,6,21,64,10
Eagles,M. Hinton,RT,65,23,66,82,56,69,67,20,21,52,22
Eagles,B. VanSumeren,FB,64,25,91,75,80,93,54,55,62,71,69
Eagles,T. McKee,QB,64,25,77,61,76,84,67,39,39,74,67
Eagles,B. Toth,LG,64,29,68,81,68,69,68,8,25,53,10
Eagles,W. Lampkin IV,RG,63,23,65,82,59,74,65,9,30,59,15
Chiefs,Creed Humphrey,C,95,27,74,90,67,79,96,8,18,58,10
Chiefs,Trent McDuffie,CB,94,24,92,61,94,94,95,53,26,91,63
Chiefs,Chris Jones,DT,94,31,73,96,74,79,97,10,33,62,27
Chiefs,Patrick Mahomes,QB,92,29,85,70,86,87,94,78,75,86,93
Chiefs,Trey Smith,RG,91,26,71,95,69,75,90,5,31,53,10
Chiefs,Travis Kelce,TE,90,35,82,79,85,84,96,75,77,75,86
Chiefs,Drue Tranquill,WILL,89,30,88,80,83,89,95,47,25,78,55
Chiefs,Rashee Rice,WR,85,25,90,71,86,92,91,80,62,88,88
Chiefs,Leo Chenal,SAM,84,24,88,82,82,93,83,67,55,75,72
Chiefs,Josh Simmons,LT,81,22,78,88,69,76,83,5,29,58,17
Chiefs,Harrison Butker,K,81,30,74,44,54,76,70,14,17,46,28
Chiefs,Bryan Cook,FS,80,25,90,67,79,91,81,51,45,82,58
Chiefs,Jaylen Watson,CB,79,26,93,66,82,92,78,52,40,86,64
Chiefs,Xavier Worthy,WR,79,22,99,47,89,98,75,73,31,91,87
Chiefs,Kareem Hunt,HB,79,30,86,81,86,89,80,84,86,87,87
Chiefs,Marquise Brown,WR,78,28,94,44,95,93,73,72,25,90,86
Chiefs,Kristian Fulton,CB,77,26,89,59,86,90,84,49,26,86,58
Chiefs,Mike Danna,REDG,77,27,81,82,74,84,78,27,37,63,47
Chiefs,Isiah Pacheco,HB,76,25,93,80,86,95,72,82,84,83,78
Chiefs,Matt Araiza,P,75,25,83,49,67,87,55,14,12,57,25
Chiefs,Tyquan Thornton,WR,75,29,92,50,82,91,78,69,33,84,73
Chiefs,Jawaan Taylor,RT,75,27,67,87,64,60,82,6,34,53,15
Chiefs,Charles Omenihu,LEDG,75,28,74,83,77,78,87,23,42,66,33
Chiefs,Kingsley Suamataia,LG,75,22,71,89,67,76,71,40,40,52,28
Chiefs,James Winchester,LS,75,36,80,67,73,81,70,20,32,71,40
Chiefs,J. Williams,CB,74,25,91,54,86,96,76,62,42,82,70
Chiefs,Dameon Pierce,HB,74,25,90,84,82,89,64,84,89,81,80
Chiefs,Anthony Gillotte,REDG,73,22,84,78,83,90,72,29,30,72,10
Chiefs,B. Smith,HB,73,22,93,64,84,93,69,76,80,85,85
Chiefs,Jaden Hicks,SS,73,23,89,67,87,91,70,68,60,84,63
Chiefs,N. Johnson,CB,73,27,93,56,84,94,73,63,52,82,69
Chiefs,Derrick Nnadi,DT,72,29,73,88,53,65,84,16,46,46,24
Chiefs,Felix Anudike-Uzomah,REDG,72,23,81,72,85,82,71,33,35,72,31
Chiefs,M. Caliendo,RG,65,27,60,82,59,71,66,19,27,55,15
Chiefs,Devin Bush,SS,65,28,88,71,82,88,71,60,52,80,62
Chiefs,K. Knowles,CB,64,22,90,54,82,93,66,61,36,85,61
Chiefs,Cam Jones McDonald,MIKE,64,24,84,73,76,92,67,42,45,67,42
Chiefs,J. Briningstool,TE,63,22,81,71,77,84,61,55,63,72,68
Chiefs,J. Cochrane,SAM,62,26,84,70,71,90,76,54,50,76,64
Chiefs,E. Driskell,RT,62,27,64,87,69,58,73,14,25,52,28
Chiefs,E. Pole,LT,61,24,63,83,52,65,57,9,21,57,17
Dolphins,Tyreek Hill,WR,92,31,97,64,97,98,88,83,37,96,91
Dolphins,M. Fitzpatrick,FS,89,28,91,64,91,92,88,58,47,86,81
Dolphins,D. Achane,HB,87,23,96,68,91,96,79,85,69,91,86
Dolphins,J. Waddle,WR,86,26,97,57,97,97,88,78,41,96,89
Dolphins,A. Brewer,C,85,27,74,85,62,63,94,12,27,54,25
Dolphins,Z. Sieler,DT,83,29,78,89,73,74,86,23,39,58,25
Dolphins,J. Brooks,MIKE,82,27,87,74,85,86,82,10,30,76,35
Dolphins,R. Douglas,CB,82,30,89,73,82,90,87,53,42,81,69
Dolphins,D. Waller,TE,82,32,88,70,83,88,83,72,74,80,84
Dolphins,P. Paul,LT,80,23,68,90,63,73,84,20,40,57,30
Dolphins,J. Bailey,P,78,28,82,43,66,84,66,10,12,55,22
Dolphins,B. Chubb,REDG,78,29,84,89,78,86,79,36,32,68,39
Dolphins,T. Dodson,WILL,77,27,89,74,73,87,77,20,33,69,31
Dolphins,J. Sanders,K,77,29,77,37,58,78,65,5,10,51,12
Dolphins,J. Daniels,RG,77,27,66,86,72,66,79,8,21,58,15
Dolphins,K. Kohou,CB,76,26,93,63,80,93,76,56,30,83,62
Dolphins,J. Jones,CB,76,27,94,53,88,93,73,55,34,90,64
Dolphins,A. Mattison,HB,75,27,86,74,80,90,79,81,85,81,82
Dolphins,K. Grant,DT,75,21,68,92,66,78,75,29,44,60,35
Dolphins,C. Robinson,LEDG,75,22,88,73,81,91,74,26,33,75,33
Dolphins,I. Melifonwu,SS,74,26,88,64,83,90,76,51,50,82,67
Dolphins,N. Westbrook-Ikhine,WR,74,28,90,64,82,89,79,71,54,80,75
Dolphins,A. Jackson,RT,74,26,72,84,65,76,81,13,32,54,27
Dolphins,T. Tagovailoa,QB,74,27,83,61,78,84,70,70,54,79,79
Dolphins,A. Ingold,FB,74,29,83,78,72,80,70,49,77,75,71
Dolphins,C. Strange,RG,73,27,71,87,68,79,77,32,36,59,35
Dolphins,A. Davis,SS,73,28,92,60,88,92,76,61,47,83,74
Dolphins,Ollie Gordon II,HB,73,21,86,76,83,88,76,82,82,82,82
Dolphins,M. Washington,WR,73,24,90,59,88,92,74,72,44,86,80
Dolphins,J. Wright,HB,73,22,93,76,84,93,67,78,80,86,80
Dolphins,J. Brents,CB,72,25,88,52,94,95,66,61,48,89,65
Dolphins,R. Patterson,K,72,25,76,40,63,78,55,16,15,56,26
Dolphins,W. Gay Jr,SAM,72,27,87,73,80,90,67,54,43,75,58
Dolphins,C. Wilson Jr,WR,71,29,88,51,84,89,70,70,29,82,83
Dolphins,K. Britt,WILL,71,26,81,74,72,82,75,21,42,69,33
Dolphins,J. Phillips,DT,71,21,72,89,59,81,66,22,29,56,21
Dolphins,G. Dulcich,TE,70,25,84,67,82,88,68,65,63,75,78
Dolphins,L. Borom,RT,70,26,67,83,51,68,82,5,26,39,10
Dolphins,D. Brunskill,RG,70,31,71,81,60,64,78,32,39,51,50
Dolphins,K. Lamm,LT,70,33,68,80,67,54,77,7,35,52,15
Dolphins,D. Eskridge,WR,69,28,92,58,86,93,64,71,31,85,82
Dolphins,A. Burns,CB,69,30,89,56,82,88,74,55,28,79,64
Dolphins,J. Marshall Jr,CB,69,22,89,60,88,93,69,51,32,84,72
Dolphins,A. Green III,CB,68,27,86,59,80,90,72,39,26,81,50
Dolphins,B. Jones,DT,68,27,69,86,52,68,74,17,47,46,30
Dolphins,J. Savaiinaea,LG,68,21,74,84,65,78,72,5,30,57,10
Dolphins,T. Washington,WR,68,24,88,53,89,87,48,75,40,88,81
Dolphins,M. Butler,DT,67,26,72,80,54,82,71,28,32,51,33
Dolphins,L. Eichenberg,LG,67,27,68,85,66,70,77,21,25,53,15
Dolphins,Dante Trader Jr,FS,67,22,84,62,81,91,66,53,45,82,65
Dolphins,E. Bonner,CB,67,25,92,53,90,91,63,61,34,88,65
Dolphins,C. Goode,LEDG,66,27,85,67,84,92,63,32,34,78,35
Dolphins,Q. Bell,REDG,66,29,89,75,75,89,58,29,46,66,48
Dolphins,Z. Wilson,QB,65,26,83,61,84,87,52,63,40,80,78
Dolphins,Z. Biggers,DT,65,21,69,84,56,76,67,20,32,56,21
Dolphins,I. Johnson,CB,65,25,92,60,89,91,57,45,25,84,59
Dolphins,J. Hill,TE,63,25,83,75,72,85,55,62,71,73,76
Dolphins,Y. Cajuste,LT,63,29,64,88,58,56,73,7,23,48,10
Dolphins,J. Woodard,MIKE,63,23,84,73,77,87,62,37,43,76,46
Dolphins,S. Duck,CB,63,24,91,63,80,92,62,55,35,86,63
Dolphins,Quinn Ewers,QB,63,22,78,66,74,77,65,54,30,74,60
Dolphins,E. Campbell,SS,63,30,90,61,84,84,62,55,28,81,64
Dolphins,J. Colbert,WILL,63,25,86,64,86,91,60,50,45,80,63
Dolphins,J. Conyers,TE,62,24,81,74,85,85,56,63,62,74,58
Dolphins,A. Meyer,C,62,25,70,86,52,73,58,8,25,60,17
Dolphins,Cam Miller,QB,60,24,78,64,83,78,53,62,43,80,77
Dolphins,J. Cardona,LS,60,33,75,80,69,73,48,15,29,61,35
Dolphins,C. Johnson,MIKE,59,27,81,67,78,84,56,36,29,76,57
Lions,Jahmyr Gibbs,HB,98,23,98,72,93,95,88,84,82,92,92
Lions,Penei Sewell,RT,98,24,73,97,60,74,98,15,30,58,20
Lions,Amon-Ra St. Brown,WR,96,25,90,67,92,91,97,78,57,88,92
Lions,Aidan Hutchinson,LEDG,93,25,82,87,85,89,95,33,48,70,46
Lions,Brian Branch,SS,91,23,88,60,85,92,90,65,45,83,78
Lions,Kerby Joseph,FS,91,24,88,64,86,91,94,65,50,84,74
Lions,Jared Goff,QB,88,30,74,64,73,80,89,51,34,70,61
Lions,Sam LaPorta,TE,87,24,86,74,85,88,88,72,72,77,76
Lions,Jack Campbell,MIKE,87,25,85,76,87,90,87,52,54,77,57
Lions,D.J. Reed Jr,CB,87,28,90,52,87,91,91,61,29,89,72
Lions,Jameson Williams,WR,85,24,98,63,95,96,84,76,44,94,93
Lions,David Montgomery,HB,84,28,87,77,84,88,94,88,90,86,91
Lions,D.J. Reader,DT,84,31,70,95,58,62,89,10,29,54,18
Lions,Taylor Decker,LT,84,31,69,90,57,65,95,6,20,51,12
Lions,Alim McNeill,DT,83,25,75,93,64,81,89,33,56,55,43
