DraftYear,DraftRank,Player,CollegeTeam,Pos,PosBucket,Class,OVR,SPD,ACC,AGI,COD,STR,AWR,DraftValueScore,DraftRound
2043,,J.Gado,Iowa State,QB,QB,SR (RS),89,86,90,99,99,70,81,,
2043,,M.DeLuca,Iowa State,K,K,SR (RS),85,72,75,72,56,39,76,,
2043,,A.Hajrullahu,Iowa State,CB,CB,SR (RS),84,91,96,92,99,64,83,,
2043,,J.Stokke,Iowa State,HB,RB,SR (RS),79,81,83,86,86,79,75,,
2043,,J.Conrad,Iowa State,CB,CB,SR (RS),77,86,89,87,99,52,84,,
2043,,J.Lord,Iowa State,TE,TE,SR,76,70,81,68,68,80,67,,
2043,,D.Gash,Kentucky,LEDG,EDGE,SR (RS),90,72,83,78,67,86,85,,
2043,,E.Redwine,Kentucky,RT,OL,SR (RS),88,69,81,83,53,87,80,,
2043,,A.Chapas,Kentucky,MIKE,LB,SR,86,89,90,86,84,82,72,,
2043,,L.Kelsay,Kentucky,QB,QB,SR (RS),86,75,77,86,85,57,82,,
2043,,J.Borghi,Kentucky,WILL,LB,SR (RS),85,83,85,79,77,78,78,,
2043,,C.Bartow,Kentucky,WR,WR,SR (RS),84,89,92,91,87,75,84,,
2043,,B.Ruffin,Kentucky,HB,RB,SR (RS),82,83,87,86,85,90,73,,
2043,,M.Yoder,Kentucky,WR,WR,SR (RS),81,94,94,84,81,63,72,,
2043,,G.Geer,LSU,HB,RB,SR (RS),93,94,91,94,95,82,85,,
2043,,J.Flemister,LSU,LT,OL,SR (RS),93,59,69,78,40,81,84,,
2043,,C.Boudreaux,LSU,LG,OL,SR (RS),92,65,76,87,83,97,87,,
2043,,C.Gorman,LSU,QB,QB,SR (RS),89,85,90,88,87,59,79,,
2043,,N.Lambo,Louisville,WR,WR,SR,91,94,95,95,96,84,91,,
2043,,T.Tryon,Louisville,MIKE,LB,SR (RS),88,88,95,88,86,78,76,,
2043,,E.Cushenberry,Louisville,SS,S,SR,86,99,97,89,95,55,73,,
2043,,F.Ivory,Louisville,QB,QB,SR (RS),86,87,86,92,86,80,84,,
2043,,T.Briscoe,Louisville,MIKE,LB,SR (RS),86,91,96,92,89,81,81,,
2043,,Z.Longacre,Louisville,WR,WR,SR (RS),82,84,85,87,86,74,69,,
2043,,P.Ivy,Louisville,RG,OL,SR (RS),81,54,69,85,57,85,81,,
2043,,J.Adams,Miami,LT,OL,SR,97,66,75,90,53,88,91,,
2043,,F.Tautu,Miami,DT,IDL,SR (RS),96,73,90,69,79,90,95,,
2043,,T.Gaydosh,Miami,CB,CB,SR (RS),93,93,94,90,99,65,85,,
2043,,G.Hester,Miami,REDG,EDGE,SR (RS),93,76,86,81,67,92,85,,
2043,,D.Smith,Miami,SAM,LB,SR (RS),92,84,90,85,86,82,88,,
2043,,A.Iwuchukwu,Miami,QB,QB,SR (RS),91,86,90,99,99,55,83,,
2043,,D.Clemens,Miami,WILL,LB,SR (RS),90,79,90,73,75,83,76,,
2043,,V.Qualls,Miami,LEDG,EDGE,SR (RS),90,79,86,82,67,90,89,,
2043,,H.Ndukwe,Miami,SAM,LB,SR (RS),89,81,89,84,84,74,83,,
2043,,J.Wade,Miami,MIKE,LB,SR (RS),88,83,92,85,83,80,81,,
2043,,D.Cutler,Miami,RG,OL,SR (RS),86,86,99,98,54,85,71,,
2043,,S.Echols,Miami,SAM,LB,SR (RS),86,85,89,87,85,80,83,,
2043,,C.MacGinnis,Miami,C,OL,SR (RS),86,78,83,76,50,90,78,,
2043,,K.Corley,Miami,SS,S,SR,85,85,88,84,82,73,80,,
2043,,R.Hyde,Michigan,HB,RB,SR,95,87,92,91,87,88,91,,
2043,,D.Owen,Michigan,RT,OL,SR (RS),92,75,88,88,58,94,83,,
2043,,J.Spruce,Michigan,REDG,EDGE,SR (RS),91,89,95,82,69,92,86,,
2043,,D.Tuten,Michigan,CB,CB,SR (RS),91,99,99,97,99,56,75,,
2043,,D.Kafka,Michigan,WR,WR,SR,91,89,90,99,90,79,81,,
2043,,M.Salmon,Michigan,SS,S,SR (RS),89,95,92,94,94,80,76,,
2043,,M.Cooke,Michigan,FS,S,SR,89,84,86,85,81,67,80,,
2043,,D.Pappoe,Michigan,TE,TE,SR (RS),89,86,82,85,80,86,77,,
2043,,D.Hamrick,Michigan,LT,OL,SR (RS),88,65,86,80,66,94,80,,
2043,,A.Eichenberg,Michigan,WILL,LB,SR (RS),88,78,90,78,82,84,83,,
2043,,M.Lowe,Michigan State,HB,RB,SR,88,91,96,89,82,82,86,,
2043,,F.Donahue,Michigan State,REDG,EDGE,SR (RS),86,81,85,79,58,89,72,,
2043,,R.Calloway,Michigan State,WILL,LB,SR (RS),83,81,90,78,82,84,86,,
2043,,T.Gentry,Michigan State,HB,RB,SR,81,84,89,93,95,70,72,,
2043,,T.Oh,Michigan State,TE,TE,SR (RS),80,81,81,86,80,72,82,,
2043,,C.Berhe,Missouri,WR,WR,SR,91,96,92,94,91,64,88,,
2043,,M.Boutte,Missouri,LG,OL,SR (RS),89,68,72,76,43,88,85,,
2043,,I.Bakhtiari,Missouri,LEDG,EDGE,SR,89,90,91,81,63,81,81,,
2043,,E.Smoker,Missouri,WR,WR,SR,89,89,94,97,94,74,82,,
2043,,C.Howden,Missouri,C,OL,SR (RS),88,56,70,83,73,82,89,,
2043,,E.Esparza,Missouri,CB,CB,SR (RS),87,91,91,88,99,76,82,,
2043,,T.Braden,Missouri,SAM,LB,SR,86,80,90,76,77,90,80,,
2043,,B.Jaeger,Missouri,WR,WR,SR,85,81,83,94,88,64,89,,
2043,,J.Casas,Missouri,MIKE,LB,SR (RS),85,88,86,90,79,80,81,,
2043,,J.Thrasher,NC State,WILL,LB,SR (RS),94,91,91,91,90,80,85,,
2043,,D.Kumar,NC State,MIKE,LB,SR (RS),93,94,93,90,90,81,76,,
2043,,Q.Enunwa,NC State,WR,WR,SR (RS),92,91,94,98,90,76,93,,
2043,,A.McNabb,NC State,WR,WR,SR (RS),92,89,91,92,94,69,83,,
2043,,I.Burr,NC State,FS,S,SR (RS),92,87,93,87,90,73,82,,
2043,,T.Trueblood,NC State,CB,CB,SR,92,93,93,92,99,53,81,,
2043,,G.Tyree,NC State,SAM,LB,SR (RS),91,90,95,79,75,76,81,,
2043,,G.Session,NC State,DT,IDL,SR,90,75,82,70,63,89,75,,
2043,,E.Sisk,NC State,DT,IDL,SR,89,74,83,73,65,88,87,,
2043,,F.Braham,NC State,REDG,EDGE,SR (RS),88,73,83,74,53,83,70,,
2043,,G.Thomas,NC State,RG,OL,SR (RS),88,67,72,69,49,85,86,,
2043,,R.Bainivalu,NC State,RG,OL,SR (RS),88,63,71,87,78,80,81,,
2043,,D.Parker,NC State,HB,RB,SR (RS),85,80,82,88,85,89,80,,
2043,,B.Banks,Navy,WR,WR,SR,89,90,93,92,86,62,79,,
2043,,S.Kropog,Navy,MIKE,LB,SR (RS),86,81,89,82,78,79,79,,
2043,,T.Addae,Navy,HB,RB,SR (RS),86,86,91,95,95,62,73,,
2043,,S.Machado,Navy,P,P,SR,85,70,70,74,54,34,81,,
2043,,T.Cobbs,Navy,MIKE,LB,SR (RS),85,83,86,83,79,79,83,,
2043,,T.Higdon,Navy,DT,IDL,SR,84,72,81,67,72,85,72,,
2043,,V.Malveaux,Navy,DT,IDL,SR,83,62,77,70,47,90,72,,
,,,,,,,,,,,,,,,
2043,,D.Schweitzer,Nebraska,RT,OL,SR (RS),97,65,84,90,76,91,87,,
2043,,J.Paul,Nebraska,SAM,LB,SR (RS),97,83,90,84,80,86,93,,
2043,,C.DeRose,Nebraska,CB,CB,SR,97,98,99,98,99,71,87,,
2043,,J.McLeod,Nebraska,C,OL,SR (RS),96,62,85,92,74,94,87,,
2043,,J.Upshaw,Nebraska,SAM,LB,SR (RS),95,85,89,80,77,81,91,,
2043,,D.Carraway,Nebraska,REDG,EDGE,SR (RS),95,66,82,71,71,98,85,,
2043,,L.Teamer,Nebraska,CB,CB,SR,94,99,99,97,99,71,78,,
2043,,S.Shipley,Nebraska,WR,WR,SR (RS),91,93,97,98,93,80,85,,
2043,,B.McCluster,Nebraska,SAM,LB,SR,91,88,95,80,82,84,89,,
2043,,K.Cook,Nebraska,FS,S,SR,90,90,92,86,84,79,83,,
2043,,D.Maples,Nebraska,MIKE,LB,SR,90,86,90,84,79,78,78,,
2043,,M.Weiner,Nebraska,WILL,LB,SR (RS),89,85,87,81,78,81,81,,
2043,,M.Baker,Nebraska,LT,OL,SR (RS),89,69,81,81,69,95,81,,
2043,,T.Ebron,North Carolina,CB,CB,SR,94,90,94,93,99,60,84,,
2043,,G.Forte,North Carolina,QB,QB,SR (RS),91,83,85,89,90,61,89,,
2043,,D.Cohens,North Carolina,REDG,EDGE,SR (RS),89,71,86,77,67,84,79,,
2043,,D.Pape,North Carolina,TE,TE,SR (RS),88,85,80,85,72,77,74,,
2043,,J.Hyman,North Carolina,WILL,LB,SR (RS),88,78,91,80,80,81,84,,
2043,,A.O'Grady,North Carolina,CB,CB,SR (RS),86,91,93,90,99,66,76,,
2043,,D.Stokes,North Texas,MIKE,LB,SR,91,85,93,86,88,80,81,,
2043,,T.Maggio,North Texas,RG,OL,SR (RS),86,71,84,76,49,90,73,,
2043,,D.Shudak,North Texas,WILL,LB,SR,84,86,88,86,82,70,80,,
2043,,P.Tam,North Texas,SAM,LB,SR (RS),83,78,81,72,72,66,75,,
2043,,I.Bruss,North Texas,SAM,LB,SR (RS),82,92,97,80,77,74,79,,
2043,,J.Crouch,Notre Dame,RT,OL,SR,95,64,88,99,99,88,95,,
2043,,W.Book,Notre Dame,QB,QB,SR (RS),94,84,86,91,94,75,76,,
2043,,J.Strong,Notre Dame,SAM,LB,SR (RS),92,79,87,84,78,80,87,,
2043,,C.Butt,Notre Dame,C,OL,SR (RS),92,63,76,95,75,92,91,,
2043,,C.Slovis,Notre Dame,TE,TE,SR (RS),92,87,91,86,84,78,90,,
2043,,G.Ngata,Notre Dame,HB,RB,SR (RS),91,94,96,93,81,87,86,,
2043,,M.Adams,Notre Dame,WR,WR,SR (RS),91,84,89,85,80,82,92,,
2043,,P.Bowles,Notre Dame,MIKE,LB,SR (RS),90,87,88,85,80,83,93,,
2043,,B.Crook,Notre Dame,HB,RB,SR (RS),89,87,88,84,82,78,99,,
2043,,S.Reavis,Notre Dame,WILL,LB,SR (RS),89,87,97,74,85,85,70,,
2043,,K.Chubb,Notre Dame,REDG,EDGE,SR (RS),87,93,96,89,66,79,86,,
2043,,T.Yeboah,Notre Dame,C,OL,SR (RS),87,60,77,87,83,88,82,,
2043,,D.Feeley,Notre Dame,CB,CB,SR (RS),87,97,99,99,96,52,76,,
2043,,V.Hall,Notre Dame,MIKE,LB,SR (RS),86,81,88,84,78,70,86,,
2043,,B.Shaughnessy,Notre Dame,WR,WR,SR,86,96,95,93,95,62,88,,
2043,,D.Rimpf,Ohio State,FS,S,SR (RS),95,98,98,94,99,67,83,,
2043,,D.DaSilva,Ohio State,LG,OL,SR (RS),94,63,82,86,80,95,91,,
2043,,B.Tam,Ohio State,LEDG,EDGE,SR (RS),94,89,93,89,68,80,88,,
2043,,D.Finley,Ohio State,MIKE,LB,SR,93,86,91,91,87,86,86,,
2043,,M.Godwin,Ohio State,TE,TE,SR (RS),93,77,77,80,67,77,81,,
2043,,P.Rossi,Ohio State,RT,OL,SR (RS),93,65,78,87,73,87,91,,
2043,,K.Holiday,Ohio State,HB,RB,SR (RS),91,84,85,89,82,91,87,,
2043,,T.Bannon,Ohio State,FS,S,SR,91,87,86,82,74,64,87,,
2043,,R.Fina,Ohio State,WR,WR,SR (RS),89,85,84,99,89,75,86,,
2043,,N.Dear,Ohio State,WR,WR,SR (RS),88,93,94,90,90,73,81,,
2043,,J.Dogg,Ohio State,REDG,EDGE,SR (RS),86,84,95,79,64,89,90,,
2043,,N.DiMarco,Oklahoma,RG,OL,SR (RS),99,77,88,76,54,95,91,,
2043,,T.Square,Oklahoma,REDG,EDGE,SR (RS),96,90,89,86,70,95,83,,
2043,,V.Forsett,Oklahoma,CB,CB,SR,96,95,93,92,99,63,87,,
2043,,S.StJohn,Oklahoma,SAM,LB,SR (RS),94,81,88,83,79,79,83,,
2043,,R.Talib,Oklahoma,WR,WR,SR (RS),93,89,94,99,94,71,86,,
2043,,N.Elmore,Oklahoma,CB,CB,SR,92,92,95,93,99,72,84,,
2043,,E.LaPorta,Oklahoma,RT,OL,SR (RS),89,69,79,78,39,86,78,,
2043,,J.Carvalho,Oklahoma,RG,OL,SR,86,69,80,77,47,86,73,,
2043,,A.Beach,Oklahoma,SS,S,SR (RS),86,92,90,90,88,58,82,,
2043,,H.Shurmur,Oklahoma,RG,OL,SR (RS),86,65,63,69,43,80,83,,
2043,,K.Brake,Oklahoma State,WR,WR,SR,89,80,84,87,88,89,99,,
2043,,T.Maier,Oklahoma State,MIKE,LB,SR (RS),89,87,93,88,80,81,79,,
2043,,B.Ogle,Oklahoma State,REDG,EDGE,SR (RS),88,77,81,76,59,84,75,,
2043,,D.Stingley,Oklahoma State,RT,OL,SR (RS),87,62,71,84,70,96,80,,
2043,,E.Onwuzurike,Oklahoma State,RT,OL,SR (RS),86,57,79,90,67,81,85,,
2043,,A.Droege,Oklahoma State,DT,IDL,SR (RS),85,73,87,81,57,88,81,,
2043,,H.Lemonier,Ole Miss,DT,IDL,SR,96,72,78,75,52,98,84,,
2043,,B.Hester,Ole Miss,WR,WR,SR (RS),91,92,98,95,85,84,95,,
2043,,J.Montiel,Ole Miss,RT,OL,SR (RS),91,66,81,94,80,94,84,,
2043,,B.Velasquez,Ole Miss,CB,CB,SR (RS),89,99,99,99,90,57,73,,
2043,,P.Greenhagen,Ole Miss,WILL,LB,SR,89,85,90,87,85,84,75,,
2043,,L.Tavares,Oregon,RG,OL,SR (RS),99,66,82,75,50,87,91,,
2043,,S.Taumoepeau,Oregon,LEDG,EDGE,SR,91,88,89,86,67,86,87,,
2043,,D.Dwyer,Oregon,TE,TE,SR (RS),90,79,81,72,69,83,76,,
2043,,T.Smith,Oregon,RG,OL,SR (RS),89,67,77,71,54,80,85,,
2043,,C.Bobo,Panama City,MIKE,LB,SR (RS),91,79,83,83,85,82,84,,
2043,,D.Gallimore,Panama City,WILL,LB,SR (RS),90,87,96,90,83,69,87,,
2043,,A.Estes,Panama City,CB,CB,SR (RS),90,90,89,88,99,69,87,,
2043,,N.Brink,Penn State,LEDG,EDGE,SR (RS),96,92,99,80,62,93,84,,
2043,,K.Montgomery,Penn State,DT,IDL,SR (RS),95,71,83,63,91,90,86,,
2043,,J.Bryant,Penn State,WILL,LB,SR (RS),94,89,96,81,88,88,83,,
2043,,J.Silver,Penn State,RG,OL,SR (RS),91,61,78,90,69,87,81,,
2043,,D.Glaud,Penn State,RG,OL,SR (RS),89,62,73,92,78,98,87,,
2043,,M.Ellefson,Penn State,RT,OL,SR (RS),89,77,85,88,53,99,80,,
2043,,D.O'Dell,Penn State,WR,WR,SR (RS),87,87,83,92,86,85,73,,
2043,,E.Patino,Penn State,CB,CB,SR (RS),87,88,91,88,93,70,84,,
2043,,T.Kwiatkoski,Pittsburgh,LT,OL,SR (RS),95,75,93,81,54,99,87,,
2043,,M.Tinker,Pittsburgh,WR,WR,SR,92,89,94,96,94,71,88,,
2043,,J.OKeefe,Pittsburgh,REDG,EDGE,SR (RS),89,86,88,88,67,94,76,,
2043,,J.Harris,Pittsburgh,HB,RB,SR (RS),89,81,82,90,89,84,86,,
2043,,S.LeBeau,Pittsburgh,HB,RB,SR (RS),84,93,92,96,95,61,68,,
2043,,P.Dicker,Pittsburgh,LT,OL,SR (RS),82,67,77,76,40,84,78,,
2043,,C.Dayne,Purdue,TE,TE,SR,89,86,85,88,75,82,77,,
2043,,D.Atogwe,Purdue,LG,OL,SR,88,63,82,78,57,92,72,,
2043,,B.Neuzil,Purdue,HB,RB,SR,87,81,91,93,91,74,85,,
2043,,D.Singleton,Purdue,WR,WR,SR (RS),86,88,90,86,94,91,98,,
2043,,Q.Keiaho,Purdue,REDG,EDGE,SR,85,83,89,82,63,85,82,,
2043,,R.Harper,Purdue,SS,S,SR,84,96,92,91,91,61,77,,
2043,,B.Smeenge,Purdue,P,P,SR (RS),84,72,75,74,49,39,81,,
2043,,K.Braham,Purdue,HB,RB,SR,83,78,86,93,89,76,74,,
2043,,N.Jones,Rutgers,CB,CB,SR,96,94,96,94,99,56,88,,
2043,,D.Beebe,Rutgers,SS,S,SR (RS),95,91,92,95,93,64,87,,
2043,,L.Skinner,Rutgers,SAM,LB,SR (RS),92,82,90,85,85,81,84,,
2043,,D.Culbreath,Rutgers,LG,OL,SR (RS),91,69,78,80,56,92,83,,
2043,,T.White,Rutgers,WR,WR,SR,90,89,89,95,95,83,86,,
2043,,J.Colbert,Rutgers,REDG,EDGE,SR (RS),89,84,87,79,60,88,82,,
2043,,J.Harp,Rutgers,TE,TE,SR (RS),88,80,77,86,75,77,84,,
2043,,T.Ginn,Rutgers,MIKE,LB,SR,88,87,93,77,82,80,87,,
2043,,A.Daniels,SMU,MIKE,LB,SR,90,90,96,82,84,79,80,,
2043,,T.Huber,SMU,CB,CB,SR (RS),90,93,99,87,99,60,87,,
2043,,R.Bezza,SMU,REDG,EDGE,SR (RS),87,81,91,76,68,84,86,,
2043,,J.Evans,SMU,CB,CB,SR,86,87,94,86,99,71,79,,
2043,,T.LaFleur,SMU,LT,OL,SR (RS),85,72,85,80,48,84,86,,
2043,,A.Everett,SMU,FS,S,SR (RS),84,89,92,88,82,68,74,,
2043,,D.Scifres,SMU,SS,S,SR,84,80,87,78,83,80,73,,
2043,,D.Farr,South Carolina,WR,WR,SR,98,95,97,99,99,80,82,,
2043,,K.Washington,South Carolina,SS,S,SR,96,93,94,94,95,71,82,,
2043,,R.Brantley,South Carolina,FS,S,SR (RS),95,95,93,89,95,75,84,,
2043,,H.Boutte,South Carolina,C,OL,SR (RS),94,71,90,84,54,88,80,,
2043,,T.Mickens,South Carolina,QB,QB,SR (RS),94,86,90,99,99,79,85,,
2043,,P.McReynolds,South Carolina,LT,OL,SR,94,72,83,87,83,92,80,,
2043,,A.Bullitt,South Carolina,WILL,LB,SR,93,87,89,82,74,79,91,,
2043,,M.Skinner,South Carolina,REDG,EDGE,SR (RS),91,74,81,77,63,88,86,,
2043,,E.Johnson,South Carolina,CB,CB,SR,91,94,97,89,99,58,85,,
2043,,B.Adams,South Carolina,CB,CB,SR,91,93,95,95,99,57,84,,
2043,,J.Gallimore,South Carolina,LG,OL,SR (RS),90,59,78,79,74,88,85,,
2043,,G.Linder,South Carolina,REDG,EDGE,SR (RS),88,78,88,81,60,91,75,,
2043,,J.Dorsey,South Carolina,DT,IDL,SR (RS),88,75,81,75,66,88,75,,
2043,,E.Pugh,South Carolina,HB,RB,SR,88,85,88,93,91,77,83,,
2043,,M.Turner,South Carolina,LT,OL,SR (RS),87,65,74,70,52,83,81,,
2043,,G.Burks,South Carolina,WR,WR,SR,86,85,90,95,91,68,79,,
2043,,J.Carter,South Carolina,DT,IDL,SR,85,72,76,74,62,91,78,,
2043,,J.Corbett,South Carolina,MIKE,LB,SR,84,79,84,77,80,82,79,,
2043,,A.Braswell,South Carolina,MIKE,LB,SR,83,81,89,84,84,82,80,,
2043,,N.Huff,South Carolina,WR,WR,SR,81,88,89,85,82,64,81,,
2043,,A.Orr,South Florida,MIKE,LB,SR,87,80,85,75,82,79,84,,
2043,,J.Haynes,South Florida,TE,TE,SR (RS),86,84,86,85,77,81,78,,
2043,,S.Patmon,South Florida,CB,CB,SR,85,94,97,95,99,57,76,,
2043,,D.Love,South Florida,HB,RB,SR (RS),84,80,84,90,91,78,82,,
2043,,P.Snead,South Florida,FS,S,SR,83,83,90,83,86,68,73,,
2043,,D.Norris,South Florida,WILL,LB,SR,82,85,86,77,77,79,79,,
2043,,J.Werts,Southern Miss,WR,WR,SR,90,90,95,97,96,73,80,,
2043,,R.Jones,Southern Miss,MIKE,LB,SR (RS),87,80,86,75,74,82,88,,
2043,,B.Holmes,Southern Miss,QB,QB,SR,86,73,83,80,80,73,81,,
2043,,D.Robbins,Southern Miss,TE,TE,SR,84,76,79,84,74,78,76,,
2043,,K.Butler,Southern Miss,SS,S,SR (RS),82,88,94,88,89,62,84,,
2043,,T.Brown,Stanford,RG,OL,SR (RS),94,67,78,87,80,97,88,,
2043,,J.Tuipulotu,Stanford,CB,CB,SR (RS),92,95,93,94,99,68,79,,
2043,,C.Ringo,Stanford,DT,IDL,SR (RS),91,66,81,76,54,91,79,,
2043,,T.Jefferson,Stanford,RT,OL,SR,88,62,76,81,57,85,84,,
2043,,N.Coleman,Stanford,WR,WR,SR,88,85,87,90,85,66,80,,
2043,,G.Nicastro,Stanford,QB,QB,SR (RS),87,73,75,92,93,63,81,,
2043,,K.Johnson,Syracuse,CB,CB,SR (RS),94,92,95,87,99,75,82,,
2043,,J.Hall,Syracuse,WR,WR,SR (RS),92,95,95,96,96,82,81,,
2043,,A.Latu,Syracuse,QB,QB,SR (RS),92,86,85,92,95,81,82,,
2043,,J.Mims,Syracuse,C,OL,SR (RS),91,72,89,83,72,94,93,,
2043,,N.Brown,Syracuse,SS,S,SR,90,91,90,88,89,57,81,,
2043,,E.Roberson,Syracuse,CB,CB,SR,88,88,93,87,99,66,86,,
2043,,D.Hunt,Syracuse,REDG,EDGE,SR,87,85,89,84,66,81,86,,
2043,,J.Conley,Syracuse,TE,TE,SR,87,78,75,70,68,77,85,,
2043,,T.Booker,Syracuse,WR,WR,SR,85,88,91,91,93,67,72,,
2043,,B.Mitchell,Syracuse,QB,QB,SR (RS),85,85,89,91,91,66,72,,
2043,,S.Neighbors,Texas,RT,OL,SR (RS),88,74,83,76,48,86,76,,
2043,,B.Fullen,Texas,P,P,SR (RS),87,72,74,71,59,27,84,,
2043,,C.Bohanon,Texas,CB,CB,SR (RS),87,85,90,87,96,62,81,,
2043,,D.Irving,Texas,REDG,EDGE,SR (RS),86,79,87,90,59,87,77,,
2043,,A.Longoria,Texas,TE,TE,SR,86,84,79,86,74,79,81,,
2043,,G.Stork,Texas,HB,RB,SR,86,87,89,88,87,87,83,,
2043,,J.Flemister,Texas A&M,WR,WR,SR (RS),93,87,96,99,94,64,86,,
2043,,M.Vargas,Texas A&M,QB,QB,SR (RS),91,97,99,96,86,78,81,,
2043,,P.Armour,Texas A&M,WR,WR,SR (RS),90,91,92,95,87,86,81,,
2043,,D.Swope,Texas A&M,HB,RB,SR,88,91,92,90,92,68,82,,
2043,,J.Cheek,Texas A&M,RG,OL,SR (RS),88,66,81,86,80,96,82,,
2043,,T.Israel,Texas A&M,CB,CB,SR (RS),88,92,88,90,93,61,76,,
2043,,S.Shelby,Texas A&M,LT,OL,SR (RS),88,76,88,79,56,90,74,,
2043,,D.Kumerow,Texas A&M,SAM,LB,SR (RS),87,87,90,81,76,80,79,,
2043,,P.Beard,Texas State,WILL,LB,SR (RS),95,80,86,86,79,78,89,,
2043,,K.Ahanotu,Texas State,WILL,LB,SR (RS),81,81,85,84,76,58,83,,
2043,,D.Ficken,Texas State,HB,RB,SR (RS),80,81,82,88,86,76,90,,
2043,,B.Stoner,Texas State,RG,OL,SR (RS),80,60,74,73,50,77,68,,
2043,,T.Siler,Texas State,QB,QB,SR (RS),79,76,86,85,85,64,83,,
2043,,S.Marshall,Texas State,WR,WR,SR (RS),78,86,85,75,74,68,76,,
2043,,E.Agholor,Texas State,TE,TE,SR (RS),78,74,81,74,70,76,72,,
2043,,R.Droogsma,Texas State,RT,OL,SR (RS),75,69,77,71,50,78,75,,
2043,,S.Bullitt,Troy,MIKE,LB,SR (RS),92,84,91,86,83,78,81,,
2043,,C.Boutte,Troy,WR,WR,SR (RS),90,83,84,90,85,66,88,,
2043,,Z.Lasco,Troy,WR,WR,SR (RS),87,81,82,79,80,80,77,,
2043,,A.Harris,Troy,DT,IDL,SR (RS),85,75,82,68,71,86,74,,
2043,,T.Brooner,Troy,REDG,EDGE,SR (RS),84,67,74,68,64,80,74,,
2043,,J.Bryant,Troy,SAM,LB,SR,84,79,87,72,81,83,78,,
2043,,D.Croom,Troy,QB,QB,SR (RS),82,76,81,94,88,49,72,,
2043,,J.Gammon,Troy,QB,QB,SR (RS),82,85,87,85,83,74,82,,
2043,,A.Queen,Tulane,SAM,LB,SR (RS),96,87,96,91,88,79,94,,
2043,,J.Conklin,Tulane,P,P,SR (RS),87,73,74,76,51,36,84,,
2043,,O.Galindo,Tulane,K,K,SR (RS),85,73,72,70,59,33,79,,
2043,,G.Odighizuwa,Tulane,WR,WR,SR,85,93,96,95,95,70,88,,
2043,,F.Scruggs,UCLA,WR,WR,SR,93,94,91,95,95,68,79,,
2043,,J.Mond,UCLA,REDG,EDGE,SR (RS),88,83,87,85,67,96,86,,
2043,,J.Tremble,UCLA,RG,OL,SR (RS),87,59,79,77,62,87,81,,
2043,,D.Rochell,UCLA,CB,CB,SR (RS),87,93,96,90,91,68,80,,
2043,,K.DiMento,UCLA,WILL,LB,SR,86,80,90,82,79,83,81,,
2043,,D.Rourke,UMass,WILL,LB,SR (RS),90,84,89,83,76,82,87,,
2043,,J.Higdon,UMass,REDG,EDGE,SR,86,63,81,71,53,85,69,,
2043,,E.Iwuchukwu,UMass,SAM,LB,SR (RS),82,87,92,68,76,85,83,,
2043,,T.Ogle,UMass,WR,WR,SR (RS),82,85,83,95,90,81,75,,
2043,,D.Bryant,UMass,MIKE,LB,SR,82,86,93,84,86,84,82,,
2043,,J.Rourke,USC,CB,CB,SR (RS),96,99,99,97,99,68,86,,
2043,,A.Selvia,USC,TE,TE,SR,96,80,85,78,76,84,69,,
2043,,K.Rasmussen,USC,RT,OL,SR (RS),92,66,79,95,80,91,89,,
2043,,T.Lamm,USC,LEDG,EDGE,SR (RS),92,85,86,91,65,87,90,,
2043,,C.Michaels,USC,TE,TE,SR (RS),89,89,92,91,81,73,87,,
2043,,T.Parms,Utah,WR,WR,SR (RS),89,86,89,83,84,80,81,,
2043,,J.Sash,Utah,WR,WR,SR,87,86,84,88,91,59,74,,
2043,,R.Galette,Utah,MIKE,LB,SR (RS),86,88,95,72,80,86,79,,
2043,,R.Rees,Utah,TE,TE,SR (RS),86,74,79,90,78,77,82,,
2043,,B.Bequette,Utah,SAM,LB,SR (RS),85,84,91,85,79,73,83,,
2043,,T.Amerson,Utah,SAM,LB,SR (RS),85,84,94,87,86,81,75,,
2043,,D.Jasmine,Utah,RG,OL,SR,85,59,73,85,65,91,68,,
2043,,A.King,Utah,MIKE,LB,SR (RS),83,81,84,80,74,74,84,,
2043,,B.Lucky,Utah,K,K,SR (RS),82,73,72,76,64,34,76,,
2043,,B.Jackson,Washington,MIKE,LB,SR (RS),92,83,89,78,76,81,79,,
2043,,D.Brooks,Washington,HB,RB,SR,90,88,90,91,87,79,84,,
2043,,M.Zinter,Washington,WR,WR,SR (RS),89,87,86,88,86,67,81,,
2043,,R.Bynum,Washington,WR,WR,SR,88,85,88,91,92,73,83,,
2043,,C.Clemons,Washington State,TE,TE,SR (RS),87,81,83,84,77,79,80,,
2043,,J.Pate,Washington State,CB,CB,SR,86,91,94,86,99,62,78,,
2043,,T.Monge,Washington State,QB,QB,SR (RS),85,82,84,88,87,60,82,,
2043,,B.Herring,Washington State,WILL,LB,SR (RS),84,79,86,77,75,80,76,,
2043,,A.Matlock,West Virginia,REDG,EDGE,SR (RS),91,82,85,79,62,86,82,,
2043,,D.Green,West Virginia,RG,OL,SR (RS),90,67,82,84,57,91,80,,
2043,,H.Wease,West Virginia,QB,QB,SR (RS),90,81,82,90,86,65,83,,
2043,,B.McCoy,West Virginia,LG,OL,SR (RS),89,58,68,88,78,84,81,,
2043,,J.Liufau,West Virginia,REDG,EDGE,SR,89,80,84,75,58,88,80,,
